product_id,product_link,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGZ7YCWHTPFVYY,https://www.flipkart.com/product/p/item?pid=COMGZ7YCWHTPFVYY,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"26,490"
COMGPU47QYDMZKGX,https://www.flipkart.com/product/p/item?pid=COMGPU47QYDMZKGX,Core i3,11th Gen,,256 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"29,990"
COMGGTT4VFWG3FFM,https://www.flipkart.com/product/p/item?pid=COMGGTT4VFWG3FFM,Core i3,11th Gen,"Base Frequency 1.7 GHz, Max Turbo Frequency at 4.1 GHz",512 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"38,190"
COMGKW2NSU4SPZSG,https://www.flipkart.com/product/p/item?pid=COMGKW2NSU4SPZSG,Core i3,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"41,990"
COMGEMH5FTFWZZFZ,https://www.flipkart.com/product/p/item?pid=COMGEMH5FTFWZZFZ,Core i5,10th Gen,2.50 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"60,990"
COMGPU477FG8SJWU,https://www.flipkart.com/product/p/item?pid=COMGPU477FG8SJWU,Core i3,11th Gen,,256 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"29,990"
COMGGJZFJRZY45WX,https://www.flipkart.com/product/p/item?pid=COMGGJZFJRZY45WX,Ryzen 5 Hexa Core,,4.0 GHz max boost,1 TB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,144 Hz,"65,990"
COMGDSFCWQY5EFZB,https://www.flipkart.com/product/p/item?pid=COMGDSFCWQY5EFZB,Ryzen 5 Hexa Core,,2.4 GHz upto max turbo frequency at 4.3 Ghz,512 GB,16 GB,AMD Radeon AMD,,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"60,490"
COMGZ7YCXY6GWEGZ,https://www.flipkart.com/product/p/item?pid=COMGZ7YCXY6GWEGZ,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,256 GB,8 GB,Intel Integrated UHD,,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,,"23,990"
COMGZ4PNGVCPNUBF,https://www.flipkart.com/product/p/item?pid=COMGZ4PNGVCPNUBF,Core i5,11th Gen,2.50 GHz up to 4.50 GHz,512 GB,8 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),2160 x 1440 Pixel,,"45,990"
COMGAGRYXAWSHSRM,https://www.flipkart.com/product/p/item?pid=COMGAGRYXAWSHSRM,Core i3,11th Gen,,256 GB,8 GB,Intel Integrated UHD Graphics,,No,38.1 cm (15 inch),1920 x 1080 pixel,,"33,990"
COMGMM3HY5EMNFZA,https://www.flipkart.com/product/p/item?pid=COMGMM3HY5EMNFZA,Core i3,10th Gen,"Base Frequency 1.2 GHz, Max Turbo Frequency at 3.4 GHz",256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60 Hz,"27,990"
COMGZVGHE9QU8C6M,https://www.flipkart.com/product/p/item?pid=COMGZVGHE9QU8C6M,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"42,490"
COMGG3S9ZPRYMXS5,https://www.flipkart.com/product/p/item?pid=COMGG3S9ZPRYMXS5,Core i3,11th Gen,Up to 4.1 GHz,512 GB,8 GB,Intel Integrated UHD Graphics,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"38,990"
COMGZ3SPX55WFP2V,https://www.flipkart.com/product/p/item?pid=COMGZ3SPX55WFP2V,Ryzen 3 Hexa Core,,2.6 GHz with Turbo Boost Upto 3.8 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"32,990"
COMGH3UFDF63TZYW,https://www.flipkart.com/product/p/item?pid=COMGH3UFDF63TZYW,Core i5,11th Gen,2.5 GHz upto max turbo frequency at 4.5 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),2880 x 1800 Pixel,,"69,990"
COMGFRHGDB9G3Z9C,https://www.flipkart.com/product/p/item?pid=COMGFRHGDB9G3Z9C,Ryzen 5 Hexa Core,,Up to 4.0 GHz max boost clock,512 GB,16 GB,AMD Radeon Radeon Graphics,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"50,490"
COMGHA9RYJRG8JE6,https://www.flipkart.com/product/p/item?pid=COMGHA9RYJRG8JE6,Core i5,12th Gen,"1.3 GHz upto Max 4.4 GHz,",512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"58,249"
COMGCGSTVVGKQTVA,https://www.flipkart.com/product/p/item?pid=COMGCGSTVVGKQTVA,Ryzen 5 Hexa Core,,4.3,512 GB,8 GB,AMD Radeon Radeon Graphics,,No,35.56 cm (14 Inch),1920 x 1080 Pixels,,"53,990"
COMGZSFYTH3A4MVB,https://www.flipkart.com/product/p/item?pid=COMGZSFYTH3A4MVB,Ryzen 7 Octa Core,,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,100.63 cm (39.62 cm),1920x1080 Pixels,120 Hz,"69,990"
COMGEHP5XGRNQBA4,https://www.flipkart.com/product/p/item?pid=COMGEHP5XGRNQBA4,Core i5,10th Gen,1.0 GHz upto Max Turbo Frequency at 3.6 GHz,512 GB,8 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"37,990"
COMGZ4PNXHHPKZCS,https://www.flipkart.com/product/p/item?pid=COMGZ4PNXHHPKZCS,Core i9,13th Gen,Max Turbo Frequency up to 5.60 GHz,2 TB,64 GB,NVIDIA GeForce RTX 4090,16 GB,No,43.94 cm (17.3 Inch),2560 x 1600 PIxel,,"4,89,990"
COMGPU47HC2SFAES,https://www.flipkart.com/product/p/item?pid=COMGPU47HC2SFAES,Core i7,11th Gen,,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"48,990"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGN5FVZZYEPYJ3,https://www.flipkart.com/product/p/item?pid=COMGN5FVZZYEPYJ3,Core i5,13th Gen,Max Turbo Frequency up to 4.6 GHz,512 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"71,990"
COMGHN4MYVNWWQHG,https://www.flipkart.com/product/p/item?pid=COMGHN4MYVNWWQHG,Core i5,11th Gen,2.5 GHz upto max turbo frequency at 4.5 Ghz,512 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"53,990"
COMGGR9S3YGZUHDZ,https://www.flipkart.com/product/p/item?pid=COMGGR9S3YGZUHDZ,Core i3,12th Gen,4.4,512 GB,8 GB,Intel Integrated UHD Graphics,,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,,"39,990"
COMGEG3ZNYZDAYVJ,https://www.flipkart.com/product/p/item?pid=COMGEG3ZNYZDAYVJ,Core i5,12th Gen,Upto 4.4 GHz,512 GB,16 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 inch),1920 x 1080 Pixels,,"67,490"
COMGGQE9MNNXQUYS,https://www.flipkart.com/product/p/item?pid=COMGGQE9MNNXQUYS,Core i3,11th Gen,MaxTurbo Frequency up to 4.10GHz,256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"30,990"
COMGZ7YCDCSJNRZK,https://www.flipkart.com/product/p/item?pid=COMGZ7YCDCSJNRZK,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,256 GB,8 GB,Intel Integrated UHD,,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,,"23,990"
COMGCG2GXUAAMYJF,https://www.flipkart.com/product/p/item?pid=COMGCG2GXUAAMYJF,Core i5,12th Gen,4.5,512 GB,16 GB,Intel Integrated Iris Xe Graphics,,No,35.56 cm (14 Inch),2880 x 1800 Pixels,,"74,990"
COMGPU47RB5ZN33D,https://www.flipkart.com/product/p/item?pid=COMGPU47RB5ZN33D,Core i7,11th Gen,,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"48,990"
COMGHF6JY8NYFVHC,https://www.flipkart.com/product/p/item?pid=COMGHF6JY8NYFVHC,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,16 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"58,990"
COMGFM5BFZHDDB4R,https://www.flipkart.com/product/p/item?pid=COMGFM5BFZHDDB4R,Core i5,11th Gen,2.5 GHz upto max turbo frequency at 4.5 Ghz,512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,,"49,990"
COMGKC6Y2KA8HMFT,https://www.flipkart.com/product/p/item?pid=COMGKC6Y2KA8HMFT,Core i5,11th Gen,Max Frequency Up to 4.2 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"51,990"
COMGMV6VGZVHZ6XT,https://www.flipkart.com/product/p/item?pid=COMGMV6VGZVHZ6XT,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"50,990"
COMGZS9GBHXJEDNV,https://www.flipkart.com/product/p/item?pid=COMGZS9GBHXJEDNV,Core i9,13th Gen,1.80 GHz up to 5.40 GHz,1 TB,16 GB,NVIDIA GeForce RTX 4070,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,99,990"
COMGGQE9GJJK6HGR,https://www.flipkart.com/product/p/item?pid=COMGGQE9GJJK6HGR,Core i3,11th Gen,MaxTurbo Frequency up to 4.10GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"32,990"
COMGGQE9YYRZWNTG,https://www.flipkart.com/product/p/item?pid=COMGGQE9YYRZWNTG,Core i3,11th Gen,MaxTurbo Frequency up to 4.10GHz,256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"30,990"
COMGP26H8PHCAMZE,https://www.flipkart.com/product/p/item?pid=COMGP26H8PHCAMZE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"44,990"
COMGZ3SPZMUK8GYF,https://www.flipkart.com/product/p/item?pid=COMGZ3SPZMUK8GYF,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"48,990"
COMGE73KYN76YZC7,https://www.flipkart.com/product/p/item?pid=COMGE73KYN76YZC7,Ryzen 7 Octa Core,,Max Turbo Frequency at 4.2 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"84,990"
COMGNJMCCHSS98VZ,https://www.flipkart.com/product/p/item?pid=COMGNJMCCHSS98VZ,Core i5,13th Gen,3.40GHz Upto 4.60GHz,1 TB,16 GB,Intel Integrated Integrated,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,,"82,100"
COMGHA9RQKTUPZ3V,https://www.flipkart.com/product/p/item?pid=COMGHA9RQKTUPZ3V,Ryzen 7 Octa Core,,3.2 GHz with Turbo Boost Upto 4.4 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,100.63 cm (39.62 cm),2560 x 1440 Pixel,,"1,04,990"
COMGZ4PNYD7RRMTS,https://www.flipkart.com/product/p/item?pid=COMGZ4PNYD7RRMTS,Core i9,13th Gen,Max Turbo Frequency up to 5.60 GHz,4 TB,64 GB,NVIDIA GeForce RTX 4090,16 GB,No,43.94 cm (17.3 Inch),3840 x 2160 Pixel,,"5,99,990"
COMGEHP5KH7CCPVH,https://www.flipkart.com/product/p/item?pid=COMGEHP5KH7CCPVH,Core i3,10th Gen,"Base 1.2 GHz, Upto 3.4 GHz",256 GB,8 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,"35,990"
COMGNY4F2QYD87BE,https://www.flipkart.com/product/p/item?pid=COMGNY4F2QYD87BE,Ryzen 7 Octa Core,,3.2GHz Upto 4.4GHz,512 GB,16 GB,AMD Radeon RX6500M,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"59,990"
COMGEHP5QMDCEWGK,https://www.flipkart.com/product/p/item?pid=COMGEHP5QMDCEWGK,Core i3,10th Gen,"Base 1.2 GHz, Upto 3.4 GHz",512 GB,8 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 inch),1920 x 1080 Pixel,60 Hz,"32,990"
COMGZ4PNH9ZQVZXC,https://www.flipkart.com/product/p/item?pid=COMGZ4PNH9ZQVZXC,Core i5,11th Gen,2.50 GHz up to 4.50 GHz,512 GB,8 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),2160 x 1440 Pixel,,"45,990"
COMGKNA68SH9C54B,https://www.flipkart.com/product/p/item?pid=COMGKNA68SH9C54B,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"84,990"
COMGCRQZQDZRA53F,https://www.flipkart.com/product/p/item?pid=COMGCRQZQDZRA53F,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,16 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"49,990"
COMGJ5TZFKZTRBSX,https://www.flipkart.com/product/p/item?pid=COMGJ5TZFKZTRBSX,Athlon Dual Core,,"Base Frequency 2.3 GHz, Max Turbo Frequency Upto 3.2GHz",256 GB,4 GB,NA,,No,39.62 cm (15.6 Inch),1366 x 768 Pixels,,"23,999"
COMGZSFYTH3A4MVB,https://www.flipkart.com/product/p/item?pid=COMGZSFYTH3A4MVB,Ryzen 7 Octa Core,,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,100.63 cm (39.62 cm),1920x1080 Pixels,120 Hz,"69,990"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGZ3MYJ2Z22ZAS,https://www.flipkart.com/product/p/item?pid=COMGZ3MYJ2Z22ZAS,Core i3,11th Gen,1.70 GHz up to 4.10 GHz,512 GB,16 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"42,990"
COMGZ7YCAAFEHRYV,https://www.flipkart.com/product/p/item?pid=COMGZ7YCAAFEHRYV,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"25,990"
COMGHAGNPKH4AR8V,https://www.flipkart.com/product/p/item?pid=COMGHAGNPKH4AR8V,Core i3,11th Gen,"Base Frequency 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"38,990"
COMGN2YDH9WVHY2H,https://www.flipkart.com/product/p/item?pid=COMGN2YDH9WVHY2H,Ryzen 7 Octa Core,,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,120 Hz,"1,15,990"
COMGHR2J9RX2GG2G,https://www.flipkart.com/product/p/item?pid=COMGHR2J9RX2GG2G,Core i3,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD Graphics,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"37,990"
COMGZDQJCTDUXGTX,https://www.flipkart.com/product/p/item?pid=COMGZDQJCTDUXGTX,Core i3,13th Gen,Max Turbo Frequency up to 4.5 GHz,512 GB,8 GB,Intel Integrated UHD,,No,40.64 cm (16 Inch),1920 x 1200 Pixel,,"47,990"
COMGKC6YXBYAVU4F,https://www.flipkart.com/product/p/item?pid=COMGKC6YXBYAVU4F,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"72,990"
COMGZ4PN42GHPHYE,https://www.flipkart.com/product/p/item?pid=COMGZ4PN42GHPHYE,Core i7,11th Gen,.3 GHz upto 4.6 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"69,990"
COMGZZUAHCVXGZFS,https://www.flipkart.com/product/p/item?pid=COMGZZUAHCVXGZFS,Ryzen 7 Octa Core,,Max Boost at 4.2 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,144 Hz,"73,990"
COMGAGRYXAWSHSRM,https://www.flipkart.com/product/p/item?pid=COMGAGRYXAWSHSRM,Core i3,11th Gen,,256 GB,8 GB,Intel Integrated UHD Graphics,,No,38.1 cm (15 inch),1920 x 1080 pixel,,"33,990"
COMGAE6BUHSSQAGF,https://www.flipkart.com/product/p/item?pid=COMGAE6BUHSSQAGF,Core i7,12th Gen,3.0 GHz upto max turbo frequency at 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,144 Hz,"2,44,990"
COMGMGSJZQGQXKGZ,https://www.flipkart.com/product/p/item?pid=COMGMGSJZQGQXKGZ,Core i7,12th Gen,3.2 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 4050,6 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"94,990"
COMGBVJMD2KJ5GGH,https://www.flipkart.com/product/p/item?pid=COMGBVJMD2KJ5GGH,Ryzen 5 Hexa Core,,3.3 GHz upto max turbo frequency at 4.2 Ghz,512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,40.89 cm (16.1 inch),1920 x 1080 Pixel,,"70,990"
COMGGYEBMHTFBDJA,https://www.flipkart.com/product/p/item?pid=COMGGYEBMHTFBDJA,Ryzen 5 Hexa Core,,"Base Clock 3.3 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",512 GB,8 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"75,991"
COMGFA5FCNKUTPHG,https://www.flipkart.com/product/p/item?pid=COMGFA5FCNKUTPHG,Ryzen 5 Hexa Core,,3.3 GHz with Max Turbo Boost Frequency Up to 4.5 GHz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.89 cm (16.1 Inch),1920 x 1080 Pixel,,"78,680"
COMGHYFYXXJT5FPZ,https://www.flipkart.com/product/p/item?pid=COMGHYFYXXJT5FPZ,Core i5,12th Gen,"1.3 GHz upto Max 4.4 GHz,",512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"67,990"
COMGNFVDJQZEVH6X,https://www.flipkart.com/product/p/item?pid=COMGNFVDJQZEVH6X,Core i3,11th Gen,,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1366 x 768 pixel,,"35,990"
COMGNY4FMEF9ZWT2,https://www.flipkart.com/product/p/item?pid=COMGNY4FMEF9ZWT2,Ryzen 7 Octa Core,,3.2GHz Upto 4.4GHz,512 GB,8 GB,AMD Radeon RX6500M,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"57,990"
COMGNGEBJTGS365F,https://www.flipkart.com/product/p/item?pid=COMGNGEBJTGS365F,Ryzen 5 Hexa Core,,2.9 GHz upto max turbo frequency at 4.55 Ghz,512 GB,16 GB,AMD Radeon AMD,,No,33.78 cm (13.3 Inch),1920 x 1200 Pixel,,"68,990"
COMGHMH6GVJ79VCH,https://www.flipkart.com/product/p/item?pid=COMGHMH6GVJ79VCH,Core i3,11th Gen,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",512 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"37,490"
COMGGKKZHDJBZXJX,https://www.flipkart.com/product/p/item?pid=COMGGKKZHDJBZXJX,Core i5,12th Gen,"Base Clock 2.0 Ghz, Max Turbo Boost Frequency Up to 4.4 GHz",512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"62,890"
COMGG3S9HWSFYNHW,https://www.flipkart.com/product/p/item?pid=COMGG3S9HWSFYNHW,Ryzen 5 Hexa Core,,Max Turbo Boost at 4.0 GHz,512 GB,16 GB,AMD Radeon AMD,,No,35.56 cm (14 inch),1920 x 1080 Pixels,,"52,990"
COMGKAVGAGWWHZ2Y,https://www.flipkart.com/product/p/item?pid=COMGKAVGAGWWHZ2Y,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"63,990"
COMGPYZR5ZW5HFGD,https://www.flipkart.com/product/p/item?pid=COMGPYZR5ZW5HFGD,Core i7,12th Gen,3.5 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"79,990"
COMGMV6VGGS4RHD8,https://www.flipkart.com/product/p/item?pid=COMGMV6VGGS4RHD8,Core i5,11th Gen,2.5 GHz upto max turbo frequency at 4.5 Ghz,512 GB,8 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"42,990"
COMGNY4VRQEC4XHH,https://www.flipkart.com/product/p/item?pid=COMGNY4VRQEC4XHH,Core i5,12th Gen,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inch),1920 x 1200 Pixel,,"69,990"
COMGMGXFQZGYKEZG,https://www.flipkart.com/product/p/item?pid=COMGMGXFQZGYKEZG,Ryzen 3 Quad Core,,2.4 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"39,990"
COMGGR9S3YGZUHDZ,https://www.flipkart.com/product/p/item?pid=COMGGR9S3YGZUHDZ,Core i3,12th Gen,4.4,512 GB,8 GB,Intel Integrated UHD Graphics,,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,,"39,990"
